Address,Zip,Price,Area,Room,Lon,Lat,Area Code,Borough,Price (log),Area (log),Index
"Pieter de Hoochstraat 25 B, Amsterdam",1071 ED,825000.0,103,3,4.885645,52.35602,1071,Zuid,13.623138665316818,4.634728988229636,194
"Keizersgracht 544, Amsterdam",1017 EL,5950000.0,394,10,4.887378,52.365078,1017,Centrum,15.598901777521812,5.976350909297934,195
"Leerdamhof 177, Amsterdam",1108 BR,325000.0,85,4,4.976098,52.308383,1108,Zuidoost,12.691580461311874,4.442651256490317,196
"Willem Heselaarsstraat 70, Amsterdam",1069 KA,450000.0,115,3,4.798695,52.352124,1069,Nieuw West,13.017002861746503,4.74493212836325,197
"Singel 463 F., Amsterdam",1012 WP,1450000.0,125,2,4.891701,52.367182,1012,Centrum,14.187074114396758,4.8283137373023015,198
"Karel Klinkenbergstraat 1 A, Amsterdam",1061 AH,585000.0,99,3,4.835845,52.366451,1061,Nieuw West,13.279367126213993,4.59511985013459,199
"Noordermarkt 32 A, Amsterdam",1015 MZ,1200000.0,105,4,4.886034,52.379546,1015,Centrum,13.997832114758229,4.653960350157523,200
"Pieter Cornelisz. Hooftstraat 36 1 2 3, Amsterdam",1071 BZ,1550000.0,153,5,4.88242,52.360824,1071,Zuid,14.253765488895429,5.030437921392435,201
"Westerdok 452, Amsterdam",1013 BH,1250000.0,147,4,4.891955,52.38514,1013,Centrum,14.038654109278484,4.990432586778736,202
"Herengracht 12 C, Amsterdam",1015 BK,998000.0,121,2,4.891161,52.378843,1015,Centrum,13.813508555293602,4.795790545596741,203
"Jan van Riebeekstraat 17 3, Amsterdam",1057 ZW,395000.0,54,3,4.857567,52.370557,1057,West,12.886641043883259,3.9889840465642745,204
"Keizersgracht 515 R, Amsterdam",1017 DN,935000.0,85,3,4.8887,52.365003,1017,Centrum,13.748301808270824,4.442651256490317,205
"Nieuwe Keizersgracht 570 L, Amsterdam",1018 VG,1050000.0,63,3,4.90885,52.365524,1018,Centrum,13.864300722133706,4.143134726391533,206
"Geldersekade 52 A, Amsterdam",1012 BJ,729000.0,110,5,4.90132,52.375059,1012,Centrum,13.499429010990795,4.700480365792417,207
"Tenerifestraat 8, Amsterdam",1060 TH,699000.0,130,5,4.788762,52.344183,1060,Nieuw West,13.457406021215947,4.867534450455582,208
"Parosstraat 6, Amsterdam",1060 LP,1500000.0,255,7,4.790343,52.345566,1060,Nieuw West,14.22097566607244,5.541263545158426,209
"Diemerzeedijk 76 S, Amsterdam",1087 SM,400000.0,25,2,4.962333,52.362891,1087,Oost,12.89921982609012,3.2188758248682006,210
"Karel Doormanstraat 138, Amsterdam",1055 VJ,550000.0,102,4,4.858163,52.379474,1055,West,13.217673557208654,4.624972813284271,211
"Frans van Mierisstraat 47 C, Amsterdam",1071 RK,975000.0,93,3,4.882903,52.354535,1071,Zuid,13.790192749979985,4.532599493153256,213
"Nicolaas Anslijnstraat 116, Amsterdam",1068 WT,295000.0,79,3,4.807977,52.357443,1068,Nieuw West,12.594730635321957,4.3694478524670215,214
"Jan van Duivenvoordestraat 10 II, Amsterdam",1067 XN,350000.0,71,4,4.803337,52.378625,1067,Nieuw West,12.765688433465597,4.2626798770413155,215
"Ouderkerkerdijk 42, Amsterdam",1096 CR,685000.0,110,4,4.901539,52.333097,1096,Oost,13.437174117244362,4.700480365792417,216
"Baarsjesweg 313 H, Amsterdam",1058 AH,1499000.0,245,8,4.854662,52.358204,1058,West,14.220308777084735,5.501258210544727,217
"Prinsengracht 416 A, Amsterdam",1016 JC,1275000.0,165,5,4.882122,52.366395,1016,Centrum,14.058456736574664,5.10594547390058,218
"Lange Leidsedwarsstraat 103 1 A, Amsterdam",1017 NJ,375000.0,38,1,4.886109,52.363042,1017,Centrum,12.834681304952548,3.6375861597263857,219
"Herengracht 116 F+K, Amsterdam",1015 BT,1595000.0,199,6,4.888459,52.375994,1015,Centrum,14.282384294201082,5.293304824724492,220
"Entrepotdok 85 A, Amsterdam",1018 AD,439000.0,48,2,4.917931,52.367418,1018,Centrum,12.992254692057308,3.871201010907891,221
"Chasséstraat 21 III, Amsterdam",1057 HW,785000.0,95,5,4.861607,52.367915,1057,West,13.573438996764546,4.553876891600541,222
"Fazantenweg 15 1, Amsterdam",1021 HJ,395000.0,68,3,4.920126,52.388122,1021,Noord,12.886641043883259,4.219507705176107,223
"Droogbak 5 B, Amsterdam",1013 GE,595000.0,78,3,4.893924,52.379828,1013,Centrum,13.296316684527767,4.356708826689592,224
"Nieuwe Uilenburgerstraat 9 F, Amsterdam",1011 LM,875000.0,117,3,4.906839,52.371272,1011,Centrum,13.681979165339751,4.762173934797756,225
"Beulingstraat 13 D, Amsterdam",1017 BA,295000.0,29,2,4.887596,52.367946,1017,Centrum,12.594730635321957,3.367295829986474,226
"Kiefskamp 24, Amsterdam",1082 KA,520000.0,80,2,4.872336,52.33033,1082,Zuid,13.16158409055761,4.382026634673881,227
"Herculesstraat 60 B, Amsterdam",1076 SP,439000.0,57,3,4.862129,52.347398,1076,Zuid,12.992254692057308,4.04305126783455,228
"Tweede Oosterparkstraat 188 2, Amsterdam",1092 BT,410000.0,66,4,4.920472,52.357987,1092,Oost,12.92391243868049,4.189654742026425,229
"Marnixstraat 237 E, Amsterdam",1015 WE,275000.0,23,1,4.877725,52.376041,1015,Centrum,12.524526376648708,3.1354942159291497,230
"Nieuwe Leliestraat 11, Amsterdam",1015 SH,2450000.0,259,8,4.883278,52.375756,1015,Centrum,14.71159858252091,5.556828061699537,231
"Van Boetzelaerstraat 36 1, Amsterdam",1051 CW,350000.0,45,2,4.873726,52.382654,1051,West,12.765688433465597,3.8066624897703196,232
"Weesperzijde 114 huis, Amsterdam",1091 EN,1795000.0,158,6,4.912109,52.350755,1091,Oost,14.400515579904516,5.062595033026967,233
"Brouwersgracht 187 G, Amsterdam",1015 GJ,835000.0,120,5,4.88447,52.382635,1015,Centrum,13.635187003832993,4.787491742782046,234
"Wijdesteeg 62, Amsterdam",1012 RN,985000.0,111,5,4.890089,52.371683,1012,Centrum,13.800396920154226,4.709530201312334,235
"Van der Hoopstraat 33 A2, Amsterdam",1051 VB,425000.0,56,2,4.87441,52.38433,1051,West,12.959844447906553,4.02535169073515,236
"Prins Hendrikkade 156 2, Amsterdam",1011 AW,635000.0,58,3,4.907085,52.372907,1011,Centrum,13.36138027787483,4.060443010546419,237
"Willem Frederik Hermansstraat 169 PP, Amsterdam",1011 DG,999500.0,151,3,4.907627,52.376281,1011,Centrum,13.815010432922591,5.017279836814924,238
"Stadhouderskade 16 H, Amsterdam",1054 ES,1050000.0,151,4,4.880571,52.362038,1054,West,13.864300722133706,5.017279836814924,239
"Langswater 198, Amsterdam",1069 TS,225000.0,60,3,4.790457,52.35459,1069,Nieuw West,12.323855681186558,4.0943445622221,240
"Cliostraat 35 1, Amsterdam",1077 KC,1099000.0,165,5,4.875455,52.347348,1077,Zuid,13.909911233385758,5.10594547390058,241
"Pieter de Hoochstraat 25 B +PP, Amsterdam",1071 ED,895000.0,103,3,4.885645,52.35602,1071,Zuid,13.704578997256993,4.634728988229636,242
"Uilengouw 2, Amsterdam",1027 EZ,899000.0,258,1,4.967897,52.410672,1027,Noord,13.709038313453757,5.552959584921617,243
"Argonautenstraat 98, Amsterdam",1076 KV,799000.0,146,5,4.858845,52.343402,1076,Zuid,13.591116224748411,4.983606621708336,244
"Kortrijk 50, Amsterdam",1066 TC,719000.0,129,4,4.802093,52.343737,1066,Nieuw West,13.485616636703183,4.859812404361672,245
"Haarlemmerstraat 98 B, Amsterdam",1013 EW,750000.0,119,6,4.890977,52.380642,1013,Centrum,13.527828485512494,4.77912349311153,246
"Laan van Vlaanderen 141 A2*, Amsterdam",1066 MP,285000.0,37,2,4.807805,52.344914,1066,Nieuw West,12.560244459250788,3.6109179126442243,247
"Laan van Vlaanderen 141 A2, Amsterdam",1066 MP,285000.0,37,2,4.807805,52.344914,1066,Nieuw West,12.560244459250788,3.6109179126442243,248
"Keizersgracht 131 E, Amsterdam",1015 CJ,900000.0,111,2,4.887092,52.376105,1015,Centrum,13.710150042306449,4.709530201312334,249
"Fritz Dietrich Kahlenbergstraat 83, Amsterdam",1087 LL,475000.0,93,3,5.009767,52.349453,1087,Oost,13.071070083016778,4.532599493153256,250
"Gerda Brautigamstraat 37, Amsterdam",1067 VM,545000.0,110,4,4.789083,52.379219,1067,Nieuw West,13.208541073645382,4.700480365792417,251
"Van Oldenbarneveldtstraat 96 A3, Amsterdam",1052 KH,685000.0,94,3,4.873591,52.374016,1052,West,13.437174117244362,4.543294782270004,252
"Valeriusstraat 137 H, Amsterdam",1075 ET,2200000.0,198,7,4.865847,52.353256,1075,Zuid,14.603967918328545,5.288267030694535,253
"Bakkersstraat 11, Amsterdam",1017 CW,650000.0,81,3,4.897432,52.366729,1017,Centrum,13.38472764187182,4.394449154672439,254
"Klaprozenweg 73 A, Amsterdam",1032 KK,1100011.0,207,5,4.90048,52.400948,1032,Noord,13.9108307377186,5.332718793265369,255
"Zocherstraat 23 X, Amsterdam",1054 LR,1200000.0,81,3,4.858004,52.3574,1054,West,13.997832114758229,4.394449154672439,256
"Dorpsstraat Holysloot 62, Amsterdam",1028 BE,1495000.0,214,5,5.029122,52.41355,1028,Noord,14.217636764806924,5.365976015021851,257
"Willem de Zwijgerlaan 334 c29, Amsterdam",1055 RD,295000.0,47,2,4.860857,52.380834,1055,West,12.594730635321957,3.8501476017100584,258
"Kalverstraat 218 G+2PP, Amsterdam",1012 XJ,1000000.0,117,4,4.892522,52.367449,1012,Centrum,13.815510557964274,4.762173934797756,259
"Singel 115 B, Amsterdam",1012 VH,1150000.0,162,5,4.890591,52.375342,1012,Centrum,13.955272500339433,5.087596335232384,260
"Plantage Muidergracht 105 A, Amsterdam",1018 TP,2250000.0,250,8,4.915246,52.364132,1018,Centrum,14.626440774180603,5.521460917862246,261
"Ruysdaelkade 107, Amsterdam",1072 AN,1350000.0,173,5,4.887183,52.355065,1072,Zuid,14.115615150414612,5.153291594497779,262
"Ruysdaelkade 109, Amsterdam",1072 AN,1650000.0,232,9,4.887183,52.35502,1072,Zuid,14.316285845876763,5.44673737166631,263
"Olympiakade 12, Amsterdam",1076 XP,2750000.0,309,8,4.862413,52.349528,1076,Zuid,14.827111469642754,5.733341276897746,264
"Cornelis Zillesenlaan 94, Amsterdam",1086 ZK,1050000.0,216,7,4.979483,52.361333,1086,Oost,13.864300722133706,5.375278407684165,265
"Binnenkant 2, Amsterdam",1011 BG,469000.0,90,3,4.903526,52.374705,1011,Centrum,13.058358047428417,4.499809670330265,266
"Zuideinde 417, Amsterdam",1035 PG,669000.0,107,5,4.89278,52.420465,1035,Noord,13.413539339110365,4.672828834461906,267
"Leerdamhof 294, Amsterdam",1108 CA,300000.0,71,2,4.976454,52.306326,1108,Zuidoost,12.611537753638338,4.2626798770413155,268
"Hertspieghelweg 26 huis, Amsterdam",1055 KM,425000.0,49,2,4.852468,52.380663,1055,West,12.959844447906553,3.8918202981106265,269
"Cas Oorthuyskade 47, Amsterdam",1087 DP,749000.0,150,5,4.90981909560303,52.3686532505277,1087,Oost,13.526494262499357,5.0106352940962555,270
"Eurokade 36, Amsterdam",1060 RZ,700000.0,186,8,4.786024,52.348087,1060,Nieuw West,13.458835614025542,5.225746673713202,271
"Prins Hendrikkade 512, Amsterdam",1011 TE,389000.0,30,2,4.906059,52.374085,1011,Centrum,12.871334622600584,3.4011973816621555,272
"Osdorperweg 94, Amsterdam",1066 EM,900000.0,187,6,4.797164,52.343623,1066,Nieuw West,13.710150042306449,5.231108616854587,273
"Borneokade 70, Amsterdam",1019 AW,1750000.0,246,8,4.90981909560303,52.3686532505277,1019,Centrum,14.375126345899696,5.5053315359323625,274
"Barbusselaan 77, Amsterdam",1102 TS,275000.0,85,4,4.943931,52.321174,1102,Zuidoost,12.524526376648708,4.442651256490317,275
"Sophialaan 45, Amsterdam",1075 BM,3500000.0,374,7,4.857608,52.352366,1075,Zuid,15.068273526459642,5.924255797414532,276
"Duke Ellingtonstraat 46, Amsterdam",1066 GE,400000.0,79,3,4.826718,52.343893,1066,Nieuw West,12.89921982609012,4.3694478524670215,277
"Insulindeweg 116, Amsterdam",1094 PT,850000.0,110,2,4.936223,52.360906,1094,Oost,13.652991628466498,4.700480365792417,278
"Raphaëlstraat 5, Amsterdam",1077 PN,1700000.0,203,5,4.869966,52.349904,1077,Zuid,14.346138809026444,5.313205979041787,279
"Amstel 102, Amsterdam",1017 AD,2325000.0,150,6,4.896842,52.366965,1017,Centrum,14.659230597003594,5.0106352940962555,280
"Singel 436 G, Amsterdam",1017 AV,1495000.0,175,6,4.888094,52.368029,1017,Centrum,14.217636764806924,5.1647859739235145,281
"Levantkade 170, Amsterdam",1019 BG,549000.0,91,5,4.943456,52.376191,1019,Centrum,13.215853720491667,4.51085950651685,282
"Vossiusstraat 6 C, Amsterdam",1071 AB,1375000.0,115,3,4.881814,52.361226,1071,Zuid,14.133964289082808,4.74493212836325,283
"Bloemgracht 81 6, Amsterdam",1016 KH,1250000.0,165,7,4.879978,52.374421,1016,Centrum,14.038654109278484,5.10594547390058,284
"Brouwersgracht 182 I, Amsterdam",1013 HC,500000.0,72,2,4.887619,52.381092,1013,Centrum,13.122363377404328,4.276666119016055,285
"Marskramerstraat 124, Amsterdam",1033 WG,575000.0,183,5,4.881542,52.41986,1033,Noord,13.262125319779487,5.209486152841421,286
"Huidekoperstraat 24 F, Amsterdam",1017 ZM,2475000.0,183,3,4.897473,52.358943,1017,Centrum,14.721750953984929,5.209486152841421,287
"Prins Hendrikkade 132 A, Amsterdam",1011 AR,1425000.0,257,4,4.905372,52.373727,1011,Centrum,14.169682371684887,5.54907608489522,288
"Pieter Cornelisz. Hooftstraat 169 B, Amsterdam",1071 BW,1695000.0,117,3,4.876144,52.358928,1071,Zuid,14.343193298796688,4.762173934797756,289
"Ladogameerhof 3, Amsterdam",1060 PJ,515000.0,130,4,4.7836987,52.3496214,1060,Nieuw West,13.151922179645874,4.867534450455582,290
"George Gershwinlaan 177, Amsterdam",1082 MT,1095000.0,134,3,4.872859,52.335851,1082,Zuid,13.906264921232738,4.897839799950911,291
"Vossiusstraat 71, Amsterdam",1071 AK,2500000.0,202,6,4.876117,52.359763,1071,Zuid,14.73180128983843,5.308267697401205,292
"Dijkwater 189, Amsterdam",1025 CW,519900.0,120,5,4.937065,52.400905,1025,Noord,13.161391764371807,4.787491742782046,293
"Amstel 75 F, Amsterdam",1018 EK,700000.0,88,5,4.902826,52.363883,1018,Centrum,13.458835614025542,4.477336814478207,294
"Tweede Jan van der Heijdenstraat 13, Amsterdam",1073 VE,2650000.0,387,10,4.89935,52.355179,1073,Zuid,14.790070197962406,5.958424693029782,295
"Churchill-laan 216 3, Amsterdam",1078 EW,1149000.0,141,6,4.891921,52.347409,1078,Zuid,13.954402556830892,4.948759890378168,296
"Hogevecht 186 B, Amsterdam",1102 HJ,280000.0,93,4,4.95868,52.309724,1102,Zuidoost,12.542544882151386,4.532599493153256,297
"Valkenburgerstraat 138 A, Amsterdam",1011 NA,600000.0,129,4,4.905853,52.369804,1011,Centrum,13.304684934198283,4.859812404361672,298
"Pontsteiger 137, Amsterdam",1014 ZP,950000.0,94,1,4.886388,52.393577,1014,Centrum,13.764217263576723,4.543294782270004,299
"Nieuwe Nieuwstraat 28, Amsterdam",1012 NH,849000.0,120,3,4.893709,52.375387,1012,Centrum,13.651814465293484,4.787491742782046,300
"Badhuiskade 353, Amsterdam",1031 KV,3680000.0,374,4,4.905695,52.385321,1031,Noord,15.118423310145113,5.924255797414532,301
"Witte de Withstraat 20 AH, Amsterdam",1057 XW,850000.0,149,7,4.859626,52.365326,1057,West,13.652991628466498,5.003946305945459,302
"Mauvestraat 56 II+III, Amsterdam",1073 RN,750750.0,114,4,4.902864,52.349279,1073,Zuid,13.528827985845577,4.736198448394496,303
"Oudezijds Voorburgwal 126 A+B, Amsterdam",1012 GH,1400000.0,213,7,4.897256,52.373343,1012,Centrum,14.151982794585487,5.3612921657094255,304
"Singel 318, Amsterdam",1016 AE,4900000.0,623,13,4.887869,52.371039,1016,Centrum,15.404745763080856,6.434546518787453,305
"Termietergouw 6 A, Amsterdam",1027 AD,899000.0,128,5,4.960756,52.409584,1027,Noord,13.709038313453757,4.852030263919617,306
"Termietergouw 6, Amsterdam",1027 AD,895000.0,95,3,4.960756,52.409584,1027,Noord,13.704578997256993,4.553876891600541,307
"Broekergouw 4, Amsterdam",1027 AH,1695000.0,467,14,4.97083,52.412038,1027,Noord,14.343193298796688,6.1463292576688975,308
"Cliostraat 12 III, Amsterdam",1077 KG,1085000.0,131,5,4.876231,52.347558,1077,Zuid,13.897090544956697,4.875197323201151,309
"Ward Bingleystraat 1, Amsterdam",1065 TJ,300000.0,30,3,4.832087,52.354406,1065,Nieuw West,12.611537753638338,3.4011973816621555,310
"Rapenburgerplein 8 A, Amsterdam",1011 VB,649000.0,82,3,4.910725,52.370289,1011,Centrum,13.383187995686226,4.406719247264253,311
"Rapenburgerplein 8 B, Amsterdam",1011 VB,785000.0,105,5,4.910725,52.370289,1011,Centrum,13.573438996764546,4.653960350157523,312
"Willem Mollhof 3, Amsterdam",1065 AH,565000.0,94,3,4.825673,52.361323,1065,Nieuw West,13.244581010128577,4.543294782270004,313
"De Bleeckster 1, Amsterdam",1035 RW,1395000.0,133,3,4.898884,52.418864,1035,Noord,14.148404973237604,4.890349128221754,314
"Prinsengracht 460 A, Amsterdam",1017 KE,795000.0,102,3,4.884579,52.364626,1017,Centrum,13.58609739363647,4.624972813284271,315
"Eerste Looiersdwarsstraat 24 E, Amsterdam",1016 VM,1200000.0,121,4,4.881097,52.368746,1016,Centrum,13.997832114758229,4.795790545596741,316
"Herengracht 553 I, Amsterdam",1017 BW,995000.0,146,3,4.895233,52.365084,1017,Centrum,13.81049801614073,4.983606621708336,317
"Prinsengracht 1031 C, Amsterdam",1017 KP,775000.0,127,3,4.895121,52.361947,1017,Centrum,13.560618308335483,4.844187086458591,318
"Prinsengracht 1035 D, Amsterdam",1017 KP,825000.0,148,3,4.895224,52.361929,1017,Centrum,13.623138665316818,4.997212273764115,319
"Uilengouw 2, Amsterdam",1027 EZ,1249000.0,258,5,4.967897,52.410672,1027,Noord,14.037853789107714,5.552959584921617,320
"Pieter van der Werfstraat 44, Amsterdam",1067 EP,380000.0,100,4,4.80256,52.380679,1067,Nieuw West,12.84792653170257,4.605170185988092,322
"Claus van Amsbergstraat 45, Amsterdam",1102 AZ,450000.0,120,5,4.956167,52.317822,1102,Zuidoost,13.017002861746503,4.787491742782046,323
"Sumatrakade 1523, Amsterdam",1019 RS,399000.0,66,2,4.923315,52.379524,1019,Centrum,12.896716695872,4.189654742026425,324
"Marnixstraat 255 H, Amsterdam",1015 WH,650000.0,102,3,4.877436,52.375551,1015,Centrum,13.38472764187182,4.624972813284271,325
"Oostakkerstraat 95, Amsterdam",1066 HR,485000.0,109,1,4.817309,52.345051,1066,Nieuw West,13.091904169919621,4.6913478822291435,326
"Eerste Helmersstraat 183 III, Amsterdam",1054 DT,1599000.0,139,5,4.868596,52.361672,1054,West,14.284888991816091,4.9344739331306915,327
"Noorderakerweg 124, Amsterdam",1069 LW,950000.0,226,7,4.776234,52.349215,1069,Nieuw West,13.764217263576723,5.420534999272286,328
"Ringvaartdijk 28, Amsterdam",1066 DE,629000.0,127,4,4.794478,52.338652,1066,Nieuw West,13.351886535682578,4.844187086458591,329
"Schellingwouderdijk 352 e, Amsterdam",1023 NM,359000.0,69,4,4.965813,52.381514,1023,Noord,12.791077667470416,4.23410650459726,330
"Zeeburgerdijk 585, Amsterdam",1095 AE,419000.0,75,4,4.952089,52.36658,1095,Oost,12.945626198904275,4.31748811353631,331
"Bernard Shawsingel 250, Amsterdam",1102 VE,250000.0,60,3,4.945909,52.320409,1102,Zuidoost,12.429216196844383,4.0943445622221,332
"Reigersbos 79, Amsterdam",1106 AP,320000.0,104,5,4.976237,52.296421,1106,Zuidoost,12.676076274775909,4.6443908991413725,333
"Singel 146 A, Amsterdam",1015 AG,3500000.0,348,8,4.889816,52.375532,1015,Centrum,15.068273526459642,5.8522024797744745,334
"Clara Zetkinstraat 58, Amsterdam",1103 DH,415000.0,115,4,4.961952,52.321743,1103,Zuidoost,12.936033799212835,4.74493212836325,335
"Sarphatistraat 478, Amsterdam",1018 GW,750000.0,124,5,4.918831,52.363292,1018,Centrum,13.527828485512494,4.820281565605037,336
"Rupelmonde 10, Amsterdam",1081 GP,420000.0,73,3,4.859128,52.327841,1081,Zuid,12.948009990259552,4.290459441148391,337
"Westerdoksdijk 375, Amsterdam",1013 AD,525000.0,63,3,4.892914,52.384794,1013,Centrum,13.17115354157376,4.143134726391533,338
"Cor van Weelehof 3, Amsterdam",1087 GL,550000.0,107,4,4.997979,52.354825,1087,Oost,13.217673557208654,4.672828834461906,339
"Linnaeusstraat 243 1., Amsterdam",1093 ER,450000.0,60,4,4.928173,52.355788,1093,Oost,13.017002861746503,4.0943445622221,340
"Herculesstraat 124 I, Amsterdam",1076 ST,425000.0,54,3,4.861234,52.346145,1076,Zuid,12.959844447906553,3.9889840465642745,341
"Akoleienstraat 8 4, Amsterdam",1016 LN,699000.0,108,6,4.878139,52.373119,1016,Centrum,13.457406021215947,4.68213122712422,342
"Amsteldijk 64, Amsterdam",1074 HZ,675000.0,95,3,4.906809,52.353645,1074,Zuid,13.422467969854667,4.553876891600541,343
"Hoofdweg 34 H, Amsterdam",1058 BD,1150000.0,150,5,4.853623,52.360284,1058,West,13.955272500339433,5.0106352940962555,344
"Wiborgeiland 146 PP, Amsterdam",1014 ZC,1250000.0,131,4,4.878356,52.394101,1014,Centrum,14.038654109278484,4.875197323201151,345
"Wiborgeiland 147 PP, Amsterdam",1014 ZC,1450000.0,158,4,4.878463,52.394178,1014,Centrum,14.187074114396758,5.062595033026967,346
"Nieuwevaart 10 4V, Amsterdam",1018 AA,240000.0,26,1,4.913448,52.370666,1018,Centrum,12.388394202324129,3.258096538021482,347
"Klaas Katerstraat 118, Amsterdam",1069 RT,345000.0,80,3,4.795934,52.350007,1069,Nieuw West,12.751299696013497,4.382026634673881,348
"Rozenstraat 80 E, Amsterdam",1016 NX,425000.0,56,3,4.880816,52.37278,1016,Centrum,12.959844447906553,4.02535169073515,349
"Charlotte Brontéstraat 152, Amsterdam",1102 XH,250000.0,60,2,4.947171,52.325081,1102,Zuidoost,12.429216196844383,4.0943445622221,350
"Vrolikstraat 292 1, Amsterdam",1092 VA,485000.0,59,3,4.925675,52.358255,1092,Oost,13.091904169919621,4.07753744390572,351
"Overtoom 184 III, Amsterdam",1054 HR,1200000.0,166,5,4.872275,52.362146,1054,West,13.997832114758229,5.111987788356544,352
"Johan Huizingalaan 310 I, Amsterdam",1065 JN,325000.0,71,4,4.827036,52.353376,1065,Nieuw West,12.691580461311874,4.2626798770413155,353
"Blauwvoetstraat 59, Amsterdam",1061 BM,275000.0,39,2,4.839165,52.37701,1061,Nieuw West,12.524526376648708,3.6635616461296463,354
"Dikninge 105, Amsterdam",1083 VA,365000.0,78,3,4.886519,52.331919,1083,Zuid,12.80765263256463,4.356708826689592,355
"Wethouder In 't Veldstraat 77, Amsterdam",1107 AX,300000.0,84,4,4.991578,52.293948,1107,Zuidoost,12.611537753638338,4.430816798843313,356
"Amaliastraat 16 H, Amsterdam",1052 GP,485000.0,67,3,4.874335,52.379574,1052,West,13.091904169919621,4.204692619390966,357
"Marnixkade 26 III, Amsterdam",1015 XP,725000.0,87,4,4.881073,52.382434,1015,Centrum,13.493926933836812,4.465908118654584,358
"Pieter Calandlaan 724, Amsterdam",1060 TX,325000.0,87,3,4.788052,52.349876,1060,Nieuw West,12.691580461311874,4.465908118654584,359
"Barbusselaan 261, Amsterdam",1102 TV,225000.0,61,3,4.945309,52.319741,1102,Zuidoost,12.323855681186558,4.110873864173311,360
"Revaleiland 383, Amsterdam",1014 ZG,690000.0,100,3,4.881116,52.393955,1014,Centrum,13.444446876573442,4.605170185988092,361
"Marnixkade 89 1A, Amsterdam",1015 ZH,250000.0,28,1,4.877315,52.376658,1015,Centrum,12.429216196844383,3.332204510175204,362
"Kanaalstraat 11 3/4, Amsterdam",1054 WX,825000.0,114,3,4.866454,52.362822,1054,West,13.623138665316818,4.736198448394496,363
"Groenhoven 358, Amsterdam",1103 LK,239000.0,53,3,4.977675,52.324231,1103,Zuidoost,12.384218830913648,3.970291913552122,364
"Bilderdijkstraat 180 II, Amsterdam",1053 LD,400000.0,49,2,4.872222,52.366766,1053,West,12.89921982609012,3.8918202981106265,365
"Warmondstraat 176 2, Amsterdam",1058 LB,430000.0,58,3,4.849307,52.35303,1058,West,12.971540487669746,4.060443010546419,366
"Linnaeusparkweg 224 HS, Amsterdam",1098 ER,485000.0,65,3,4.940682,52.349698,1098,Oost,13.091904169919621,4.174387269895637,367
"Hoofdweg 241 III, Amsterdam",1057 CW,300000.0,44,2,4.85225,52.367037,1057,West,12.611537753638338,3.784189633918261,368
"Roelof Hartstraat 13 II, Amsterdam",1071 VE,550000.0,61,3,4.884848,52.352502,1071,Zuid,13.217673557208654,4.110873864173311,369
"Marcantilaan 123, Amsterdam",1051 LW,325000.0,41,2,4.867459,52.375562,1051,West,12.691580461311874,3.713572066704308,370
"Bilderdijkstraat 201 2, Amsterdam",1053 KS,250000.0,29,2,4.872989,52.366428,1053,West,12.429216196844383,3.367295829986474,371
"Orteliusstraat 279 3, Amsterdam",1056 NV,675000.0,109,3,4.8479,52.372221,1056,West,13.422467969854667,4.6913478822291435,372
"Baden Powellweg 107, Amsterdam",1069 LD,295000.0,91,4,4.795401,52.348468,1069,Nieuw West,12.594730635321957,4.51085950651685,373
"Waterlandplein 290 E, Amsterdam",1024 NB,350000.0,92,3,4.954434,52.393227,1024,Noord,12.765688433465597,4.5217885770490405,374
"Wethouder Ramstraat 11, Amsterdam",1107 CM,375000.0,98,5,4.990488,52.292974,1107,Zuidoost,12.834681304952548,4.584967478670572,375
"Willem de Zwijgerlaan 309 I, Amsterdam",1055 PZ,360000.0,53,2,4.860817,52.380045,1055,West,12.793859310432293,3.970291913552122,376
"Cosmariumstraat 9, Amsterdam",1035 VS,325000.0,85,4,4.901357,52.419916,1035,Noord,12.691580461311874,4.442651256490317,377
"Antony Moddermanstraat 222 HS, Amsterdam",1063 NA,250000.0,61,2,4.812509,52.383676,1063,Nieuw West,12.429216196844383,4.110873864173311,378
"Insulindeweg 920, Amsterdam",1095 DX,550000.0,102,3,4.945592,52.362164,1095,Oost,13.217673557208654,4.624972813284271,379
"Loggerhof 149, Amsterdam",1034 CG,325000.0,76,3,4.910084,52.406722,1034,Noord,12.691580461311874,4.330733340286331,380
"Bataviastraat 67 C, Amsterdam",1095 EP,235000.0,26,2,4.944758,52.36173,1095,Oost,12.367340793126296,3.258096538021482,381
"Kuipersstraat 43 2, Amsterdam",1074 EE,450000.0,56,2,4.904866,52.354123,1074,Zuid,13.017002861746503,4.02535169073515,382
"Poederooienstraat 97, Amsterdam",1106 CG,245000.0,71,3,4.98042,52.299114,1106,Zuidoost,12.409013489526863,4.2626798770413155,383
"Stadionweg 61 2, Amsterdam",1077 SC,1400000.0,153,4,4.875155,52.346664,1077,Zuid,14.151982794585487,5.030437921392435,384
"Spadinalaan 53, Amsterdam",1031 KB,650000.0,90,3,4.900901,52.386904,1031,Noord,13.38472764187182,4.499809670330265,385
"Westlandgracht 139 H, Amsterdam",1059 TG,465000.0,67,3,4.846172,52.351371,1059,West,13.049792684569493,4.204692619390966,386
"Cliostraat 61 I, Amsterdam",1077 KE,735000.0,104,3,4.87459,52.347318,1077,Zuid,13.507625778194974,4.6443908991413725,387
